Title,Company,Location,SalaryType,MinSalary,MaxSalary,AvgSalary
Director of Applied Machine Learning,Bayer,"Whippany, NJ",unknown,,,
Machine Learning Engineer,AvaSure LLC,"Remote in Belmont, MI 49306",unknown,,,
Data Scientist,Mercury,"San Francisco, CA",unknown,,,
Data Engineer,hiscope cyberlink technologies,Remote,year,84077.0,190689.0,137383.0
"VP, Team Manager (Data Science)",Gartner,Remote,unknown,,,
Business Intelligence Analyst/ Power BI developer,Adobe,"New York, NY 10012 (Little Italy area)",year,110000.0,142800.0,126400.0
"Director, Data Science- USA",Simon-Kucher & Partners,"Atlanta, GA",unknown,,,
Machine Learning Engineer,Compare.com Insurance Agency LLC,"Remote in Richmond, VA 23230",unknown,,,
Data Scientist,Paramount Networks International,"New York, NY 10036",year,150000.0,160000.0,155000.0
SQL Database Administrator,Saxon Global,"Dallas, TX 75376 (Southwest Dallas area)",hour,60.0,60.0,124800.0
Business Analyst,TD Fischer,"Wausau, WI 54401",year,45000.0,52000.0,48500.0
"Director, Data Science – Head of Impact Evaluation",Merck,"Rahway, NJ",unknown,,,
"Technical Business Analyst CRM/AMS (remote, part-time, remote)",AMS,Remote,hour,65.0,65.0,135200.0
Entry-level Front-end Developer,BeaconFire Solution,"East Windsor, NJ 08512",year,65000.0,80000.0,72500.0
"FC Project Manager II, Data Science",Chewy,"Wilkes-Barre, PA 18706",unknown,,,
"Manager, Data Science",Impact Solutions,"Chicago, IL+1 location",unknown,,,
Director of Data Analytics,The Rector & Visitors of the University of...,"Charlottesville, VA 22903",year,110000.0,130000.0,120000.0
Data Scientist,PerfectRec,"Remote in Seattle, WA",year,130000.0,300000.0,215000.0
|RECENT GRADS| Business Intelligence Developer |ENTRY LEVEL|,PCS GLOBAL TECH,"Boston, MA+6 locations",year,79148.0,84807.0,81977.5
Head of Data Analytics,Jerry,"Remote in Washington, DC",unknown,,,
Business Intelligence Developer,Moove-it,Remote,unknown,,,
Big Data Engineer,Freemind solutions,+1 locationRemote,hour,55.0,60.0,119600.0
Data Engineer,MARS Solutions Group,+1 locationRemote,hour,39.0,45.0,87360.0
Data Engineer (Remote),EcoCart,"Remote in San Francisco, CA",year,130000.0,150000.0,140000.0
Machine Learning Engineer,Stefanini,Remote,hour,70.0,77.0,152880.0
Data Engineer,N9 IT SOLUTIONS,+1 locationRemote,hour,40.0,45.0,88400.0
ETL Data Engineer,Gridiron IT,Remote,year,150000.0,170000.0,160000.0
Junior Data Scientist,Augray,"Remote in Brookfield, WI 53045",year,55000.0,60000.0,57500.0
Business Intelligence Developer,"Paul Davis Restoration, Inc.","Jacksonville, FL 32256 (Baymeadows area)",year,105000.0,115000.0,110000.0
Jr. Data Scientist,Kyla,"San Jose, CA",unknown,,,
"Data Science Manager, Anti-Money Laundering (Remote-Eligible)",Capital One,"Remote in McLean, VA",unknown,,,
Business Analyst - AI/ML Initiatives,"eClinical Solutions, LLC","Mansfield, MA 02048+1 location",unknown,,,
Associate Director of Data Science,Va Palo Alto Health Care System,"Palo Alto, CA 94304",year,131507.0,170800.0,151153.5
Data Scientist,Okaya Infocom,Remote,year,150000.0,160000.0,155000.0
Database Administrator,University Health,"San Antonio, TX",unknown,,,
Lead Computer Scientist (Data Scientist),Centers for Disease Control and Prevention,"Atlanta, GA 30333",year,117692.0,152998.0,135345.0
Machine Learning Engineer,Lucid Motors,"Newark, CA 94560+8 locations",unknown,,,
ETL Data Engineer,Gridiron IT,Remote,year,150000.0,170000.0,160000.0
Research Software Development Engineer/Senior Research Software Development Engineer - Remote,University of Illinois,"Remote in Chicago, IL 60607+1 location",unknown,,,
Senior Database Administrator,AZH Consulting Corp,Remote,year,90000.0,100000.0,95000.0
Business Intelligence Developer - FT,Coleman Professional Services,"Portage County, OH",unknown,,,
Data Science Manager,Block,"Oakland, CA",unknown,,,
"Data Scientist, Machine Learning",BASF Corporation,"Morrisville, NC 27560 (Perimeter Park area)",hour,50.0,50.0,104000.0
Machine Learning Engineer,Braintrust,"Remote in New York, NY 10001+1 location",hour,70.0,90.0,166400.0
PostgreSQL Database Administrator,"Contact Government Services, LLC",+2 locationsRemote,unknown,,,
Business Analyst,Vetro Tech Inc,"Remote in Chicago, IL",year,81000.0,91000.0,86000.0
Sr. Data Engineer,"Nutrisystem, Inc.","Fort Washington, PA 19034",unknown,,,
Entry Level Business Analyst,Atlantictranstrading,Remote,year,65000.0,75000.0,70000.0
Sr. Machine Learning Engineer,Runway,"Remote in New York, NY 10014",year,165000.0,210000.0,187500.0
Business Analyst,DevCare Solutions Ltd,"East Lansing, MI 48823+1 location",hour,60.0,70.0,135200.0
Director of Data Science,MongoDB,"New York, NY 10019 (Midtown area)",unknown,,,
Salesforce Business Analyst,Softcall Services,Remote,unknown,,,
Sr. Business Analyst,PTYTECH LLC,"Hybrid remote in Salem, OR 97301+1 location",hour,50.0,50.0,104000.0
Director of Data Science and Business Intelligence,Avicado Construction Technology Services,"Remote in Miami, FL",unknown,,,
"Senior Product Manager - Analytics, AI, & Data",Intuit,"San Diego, CA 92129 (Torrey Highlands area)+2 locations",unknown,,,
Data Scientist (Varying Levels),Windfall,"San Francisco, CA",unknown,,,
"Director, Business Operations and Data Analytics",Jerry,"Remote in New York, NY 10001",unknown,,,
Business Analyst,Cisive,Remote,unknown,,,
"Director, Data Science & Analytics",Hope Media Group,"Humble, TX 77338",unknown,,,
Senior Data Engineer (Remote-Eligible),Capital One,"Remote in New York, NY 10012+78 locations",unknown,,,
Decision Science Manager (Marketing Analytics),The Walt Disney Company (Corporate),"Lake Buena Vista, FL",unknown,,,
Head of Data Science,Alethea Group,"Remote in Washington, DC",unknown,,,
Digital Data Science Manager,Domino's Corporate,"Ann Arbor, MI 48105",unknown,,,
Machine Learning Engineer,Jeeng,Remote,unknown,,,
Database Administrator,"Sandhills Global, Inc.","Lincoln, NE 68521 (Highlands area)",year,95000.0,95000.0,95000.0
Lead Business Intelligence Developer,Sunixa Solutions,+1 locationRemote,hour,20.0,50.0,72800.0
"Director, Marketing Data Science (Virtual)",University of Phoenix,"Phoenix, AZ 85004 (Central City area)",year,142300.0,170000.0,156150.0
Machine Learning Engineer: Deep Reinforcement Learning,Primordial Labs,+1 locationRemote,unknown,,,
Product Manager with (AI and ML),Artech Consulting LLC,Remote,hour,60.0,67.0,132080.0
Data Scientist,Hewlett Packard Enterprise,"San Jose, CA 95131 (North Valley area)",unknown,,,
Data Scientist,Service Management Group (SMG),Remote,unknown,,,
Business Analyst,Precision Diagnostics,Remote,unknown,,,
Director Advanced Analytics - Data Science,Baylor Scott & White Health,"Hybrid remote in Dallas, TX 75246",unknown,,,
Machine Learning Engineer,XGen Ai,Remote,year,80000.0,120000.0,100000.0
Senior Director of Data Science,AstraZeneca,"Waltham, MA 02451",unknown,,,
Business Intelligence Developer,"Ceribell, Inc","Sunnyvale, CA 94085 (West Murphy area)",unknown,,,
Business Analyst,Innovista Health Solutions,"Oak Brook, IL 60523",unknown,,,
Manager of Econometrics,Bliss Point Media,"Remote in Los Angeles, CA",year,80000.0,100000.0,90000.0
Health Science Officer - Research/Associate Director of Data Science,US Veterans Health Administration,"Palo Alto, CA 94304",year,136992.0,176300.0,156646.0
"Machine Learning Engineer Chicago, IL",Jean Martin,"Chicago, IL",unknown,,,
Business Analyst,"Fiserv, Inc.","Fishers, IN+2 locations",unknown,,,
Machine Learning Engineer L-1,Lauretta AI LLC,"Austin, TX",year,80000.0,93000.0,86500.0
Applied Machine Learning Engineer,Snorkel AI,"Redwood City, CA",unknown,,,
"Director, Data Science, Advanced Analytics / AI CoE",Fidelity Investments,"Temporarily Remote in Boston, MA 02210",unknown,,,
Epic Business Intelligence Developer (Remote Eligible),Kootenai Health,"Remote in Coeur d'Alene, ID 83814",unknown,,,
Tableau Developer,Veear Projects inc.,Remote,hour,40.0,77.0,121680.0
Business Intelligence Developer (Remote),"Webstaurant Store, Inc.","Remote in Tampa, FL 33614+1 location",unknown,,,
Senior Administrator - Database,Ascension,Remote,unknown,,,
Machine Learning Engineer,The Audio Programmer,Remote,unknown,,,
SQL Database Administrator,Infosys,"Phoenix, AZ+1 location",unknown,,,
Business Analyst,Hanker System's,"Hybrid remote in Salem, OR 97301+2 locations",hour,45.0,65.0,114400.0
Director of Data Science - Remote,WorkFusion,"Remote in New York, NY 10005",year,225000.0,250000.0,237500.0
Data Engineer,Unbound,"San Jose, CA",year,150000.0,180000.0,165000.0
Business Data Analyst,DHL | Supply Chain,"Groveport, OH 43125+10 locations",unknown,,,
Power BI Developer,Digitalbloke LLP,"Hybrid remote in Melville, NY 11747",hour,55.0,55.0,114400.0
"Decision Science Product Manager - IDeaS Sustainment, Asia Resorts",The Walt Disney Company (Corporate),"Lake Buena Vista, FL",unknown,,,
Data Engineer,BuzzClan LLC,+1 locationRemote,hour,60.0,70.0,135200.0
Director of Data Analytics,The Rector & Visitors of the University of...,"Charlottesville, VA 22903",year,110000.0,130000.0,120000.0
Business Intelligence Developer,Omni Hotels & Resorts,"Remote in Dallas, TX 75219",year,80000.0,100000.0,90000.0
Data Science Manager,Agama Solutions,"Remote in Sacramento, CA 95822",unknown,,,
Business Analyst II,Black Knight,Remote,year,70000.0,80000.0,75000.0
Business Analyst IV,Equinox IT Solutions LLC,"Hybrid remote in Salem, OR 97301+1 location",hour,50.0,60.0,114400.0
Data Engineer,Invictech Inc,Remote,year,80000.0,150000.0,115000.0
"Director of Strategy, Data & Insights",LTK USA,"Remote in Dallas, TX",unknown,,,
Remote-Operating Reporting Developer,Hilton Grand Vacations,"Remote in Orlando, FL",unknown,,,
Data Scientist,Lucid Motors,"Newark, CA 94560",unknown,,,
Business Intelligence Developer (Hybrid or Remote),"Kalkomey Enterprises, LLC",Remote,unknown,,,
Jr. SQL Database Administrator,Wisemen Multimedia,"Chamblee, GA",unknown,,,
"Associate Director, Data Science and Analytics",Razorfish,"New York, NY 10014 (SoHo area)",year,106500.0,179000.0,142750.0
Data Scientist,"World Wide Technology Holding, LLC","Remote in St. Louis, MO 63102",unknown,,,
Data Science Project Manager,Booz Allen Hamilton,"Remote in San Diego, CA 92108",unknown,,,
"Director of AI, Machine Learning, Data Science SaaS solutions",Xen.ai,Remote,unknown,,,
Machine Learning Engineer,Stout Systems Development Inc,"Ann Arbor, MI 48103",year,90000.0,150000.0,120000.0
Data Engineer,1 Point Systems,+2 locationsRemote,hour,55.0,55.0,114400.0
Epic - Operational Database Administrator (ODBA),UW Health,"Remote in Madison, WI 53717",year,77000.0,115300.0,96150.0
Data Scientist,RAC Brands,"Hybrid remote in Draper, UT 84020",unknown,,,
Machine Learning Engineer,Moveworks,"Mountain View, CA+1 location",unknown,,,
"Senior Manager, Data Engineering",CVS Health,"New York, NY+7 locations",year,156825.0,156825.0,156825.0
"Database Administrator, Mid",Booz Allen Hamilton,"Bethesda, MD+7 locations",unknown,,,
Database Administrator - Oracle (100% Remote),Computershare,"Remote in Edison, NJ 08837",year,86000.0,125000.0,105500.0
Database Analyst I,Johns Hopkins All Children's Hospital,"Saint Petersburg, FL 33701 (Albert Whitted Airport area)",unknown,,,
Database Associate,The American Constitution Society,"Remote in Washington, DC 20005",unknown,,,
"Data Scientist, Systematic Global Macro",Millennium Management LLC,"New York, NY",year,150000.0,200000.0,175000.0
Oracle Database Administrator,Gainwell Technologies LLC,"Remote in Baton Rouge, LA 70809",year,51700.0,73900.0,62800.0
Business Analyst,Magnit,Remote,unknown,,,
Data Scientist,RenoFi,Remote,unknown,,,
Assistant Director EAM Technology and Data Science,Metropolitan Transportation Authority,"Manhattan, NY",unknown,,,
Manager-Data Science,Amex,"New York, NY",year,90000.0,165000.0,127500.0
Business Intelligence Analyst,"Sandhills Global, Inc.","Lincoln, NE 68521 (Highlands area)",unknown,900.0,1300.0,1100.0
Machine Learning Engineer (Remote),Vail Resorts,+1 locationRemote,year,82800.0,106425.0,94612.5
Database Administrator,Amiga Informatics Pvt. Ltd,+1 locationRemote,hour,65.0,65.0,135200.0
Director / Sr. Data Science Test and Verification Engineer,"Pixalate, Inc.",Remote,unknown,,,
Head of Data Science,Cystic Fibrosis Foundation,"Bethesda, MD",unknown,,,
Database Administrator,Upson Regional Medical Center,"Thomaston, GA 30286",unknown,,,
"Executive Director, Data Science",CVS Health,"Woonsocket, RI 02895",year,157800.0,347200.0,252500.0
Biological Data Scientist,University of California San Francisco,"San Francisco, CA 94143 (Inner Sunset area)",unknown,,,
Business Analyst,"Abal Technologies, Inc.",+1 locationRemote,hour,30.0,37.0,69680.0
Entry-level Front-end Developer,BeaconFire Solution,"East Windsor, NJ 08512",year,65000.0,80000.0,72500.0
Lead Data Scientist,CVS Health,Remote in West Virginia,year,95000.0,209000.0,152000.0
Business Intelligence Developer,New York Life Insurance Co,Remote,year,95000.0,145000.0,120000.0
Entry Level Business Analyst,GlobalSoftSolution,Remote,year,60000.0,75000.0,67500.0
"Director, Data Science",Bain & Company,"Austin, TX",unknown,,,
Data Scientist – 2023 Campus Recruiting,Chewy,"Bellevue, WA",unknown,,,
Software Engineer,Ezoic,"Carlsbad, CA 92009 (Bressi Ranch area)+1 location",unknown,,,
"Senior Data Scientist - Inference, Payments",Airbnb,"Remote in San Francisco, CA 94103",year,152000.0,202500.0,177250.0
Business Intelligence Developer,Braze,"Remote in Austin, TX+3 locations",year,76500.0,126000.0,101250.0
Business Intelligence Developer,Volto Consulting,+1 locationRemote,hour,70.0,75.0,150800.0
Business Intelligence Analyst/ SQL Developer,PharmaCord,"Jeffersonville, IN 47130",unknown,,,
Business Analyst,iConnect,Remote,unknown,,,
Database Administrator,University Health,"San Antonio, TX",unknown,,,
Business Intelligence Developer,USLI,"Hybrid remote in Oak Brook, IL 60523+2 locations",unknown,,,
Health System Sr. Business Intelligence Developer - Remote,UnitedHealth Group,"Remote in Nashville, TN 37202+4 locations",year,82100.0,146900.0,114500.0
Machine Learning Engineer,Charles Schwab,"Westlake, TX",year,139200.0,231900.0,185550.0
Senior Data Science Machine Learning Manager,Discord,"Hybrid remote in San Francisco, CA 94107",year,206000.0,206000.0,206000.0
Business Analyst,Omnigo Software,Remote,year,65000.0,65000.0,65000.0
Database Coordinator,Habitat for Humanity,"Pittsboro, NC 27312",hour,14.0,18.0,33280.0
Director of Statistics,Medidata Solutions,"Remote in Iselin, NJ 08830",year,157500.0,210000.0,183750.0
"Data Scientist, Monetization",ByteDance,"New York, NY",year,123000.0,296000.0,209500.0
Director of Data Engineering,Caesars Entertainment,"Las Vegas, NV",unknown,,,
Data Engineer,PSRTEK,+2 locationsRemote,hour,65.0,70.0,140400.0
"Business Intelligence Developer (Georgetown, TX)",Lone Star Circle of Care,"Georgetown, TX 78626",unknown,,,
DATA SCIENTIST,University of Wisconsin–Madison,"Madison, WI 53706",year,60000.0,60000.0,60000.0
Data Scientist (Remote),Yelp,Remote,year,96000.0,220000.0,158000.0
HCD Database Administrator I (C22001/ 411540),State of Maryland,"Lanham, MD 20706",hour,27.0,36.0,65520.0
Principal Data Scientist/Sr. Principal Data Scientist,Northrop Grumman,"Linthicum, MD",year,106500.0,159700.0,133100.0
Senior Machine Learning Engineer,Cash App,"Remote in San Francisco, CA 94103+3 locations",unknown,,,
Senior Machine Learning Engineer – AI/ML (Remote Option*),Nike,"Remote in Atlanta, GA+1 location",year,121000.0,182000.0,151500.0
Computer Vision and Machine Learning Engineer,"Stratom, Inc.","Boulder, CO 80301",year,120000.0,180000.0,150000.0
Machine Learning Engineer,Kintsugi,Remote,year,85894.0,170000.0,127947.0
Head of Data Science,"Flagship Pioneering, Inc.","Somerville, MA",unknown,,,
Data Engineer,Stytch,"New York, NY+2 locations",year,150000.0,300000.0,225000.0
Data Scientist,Microsoft,"Redmond, WA 98052 (Overlake area)",unknown,,,
Machine Learning Engineer,Ledger Investing,"Remote in New York, NY",unknown,,,
Entry Level Data Scientist - Machine Learning Algorithms - 333322,I28 Technologies,"Wellston, OH 45692",year,65000.0,70000.0,67500.0
Application Database Administrator - Oracle Enterprise Applications,IBM,"Seattle, WA 98101 (Downtown area)+5 locations",unknown,,,
Duck Creek Software Engineer,Robert Half,"Woodbridge, NJ 07095+1 location",unknown,,,
Director of Data Science,Nova Credit,Remote,unknown,,,
Director of Data and Analytics,National Christian Foundation,Remote,unknown,,,
Director of Data Solutions,Savan Group,"McLean, VA 22102",unknown,,,
Senior Data Scientist,Sharethrough,"Denver, CO",unknown,,,
Business Intelligence Analyst,Apex Systems,"Stamford, CT",unknown,,,
Principal Data Scientist/Sr. Principal Data Scientist,Northrop Grumman,"Linthicum, MD",year,106500.0,159700.0,133100.0
Machine Learning Engineer,Ford Motor Company,"Dearborn, MI 48124 (Duvall-Edison area)+1 location",unknown,,,
Financial Crimes Data Science Manager,KeyBank,"Remote in Cleveland, OH 44114",year,120000.0,160000.0,140000.0
ETL Developer,Apex Systems,"Remote in Atlanta, GA 30346",unknown,,,
Director of the Resnick Solar Science and Catalysis Center (SSCC) Facility,California Institute of Technology,"Pasadena, CA 91125 (Pasadena area)",unknown,,,
Data Engineer,Keboli,Remote,year,140000.0,140000.0,140000.0
Business Analyst,"Sandhills Global, Inc.","Lincoln, NE 68521 (Highlands area)",unknown,900.0,1200.0,1050.0
Oracle Database Administrator III,CPS Energy,"San Antonio, TX 78216 (North Central area)",hour,77.0,82.0,165360.0
Applied Machine Learning Engineer,Bayer,"Cambridge, MA 02139 (The Port area)+1 location",unknown,,,
Business Systems Analyst,Softnice Inc.,Remote,year,100000.0,150000.0,125000.0
Machine Learning Engineer,Leviton Manufacturing,"Melville, NY 11747",unknown,,,
Data Engineer,BASF Corporation,Remote,hour,40.0,40.0,83200.0
Product Manager with (AI and ML),Artech Consulting LLC,Remote,hour,60.0,67.0,132080.0
Product Manager with (AI and ML),Artech Consulting LLC,Remote,hour,60.0,67.0,132080.0
Business Analyst,Northwest Community Credit Union,"Eugene, OR",year,66050.0,79260.0,72655.0
Data Scientist (Hybrid),Bluestem Brands,"Eden Prairie, MN 55347",unknown,,,
SQL Server/Db2 Database Administrator,Intellibee,Remote,unknown,,,
Database Administrator 2,Los Alamos National Laboratory,"Los Alamos, NM+1 location",year,79200.0,129000.0,104100.0
"Data Engineering Manager, Ads",Netflix,"Los Gatos, CA",unknown,,,
Machine Learning Engineer,RadNet,Remote in Massachusetts+1 location,year,100000.0,160000.0,130000.0
Jr. Data Scientist,Talentheed Inc,Remote,year,56951.0,119187.0,88069.0
Business Intelligence Analyst,Apex Systems,"Stamford, CT",unknown,,,
"Manager, Data Science",Fidelity Investments,"Temporarily Remote in Boston, MA 02210",unknown,,,
Junior Machine Learning Engineer,Vinehouse Hiring,+1 locationRemote,year,110000.0,125000.0,117500.0
"Data Analytics Manager, Pricing Science",McDonald's Corporation,"Temporarily Remote in Chicago, IL 60607",unknown,,,
Data Scientist,"City of Grand Junction, Colorado","Grand Junction, CO 81506",unknown,7058.0,7944.0,7501.0
Director of Data Engineering,Caesars Entertainment,"Las Vegas, NV",unknown,,,
Business Intelligence Developer,Fordham University,"Hybrid remote in New York, NY 10023",year,88000.0,110000.0,99000.0
Technical Business Analyst,Softnice Inc,"Remote in Harrisburg, PA+1 location",hour,53.0,57.0,114400.0
Database Administrator/Developer,Strategic Employment,Remote,year,150000.0,175000.0,162500.0
Database Administrator,Baldwin Risk Partners,Remote,unknown,,,
Data Science Group Manager,PNC Financial Services Group,"Hybrid remote in Pittsburgh, PA 15222+2 locations",unknown,,,
Tableau BI Developer,Apptrics LLC,Remote,hour,62.0,68.0,135200.0
Database Administrator (Remote friendly),Imagine Communications,"Remote in Denver, CO 80202",year,95000.0,110000.0,102500.0
Director of Project Management - R&D Data and Computational Science,Sanofi US,"Hybrid remote in Cambridge, MA",unknown,,,
ERP Business Analyst,Gridiron IT,Remote,hour,75.0,80.0,161200.0
Associate Business Analyst,Whole Foods Market,"Austin, TX 78703 (Downtown area)",unknown,,,
Data Engineer,Keboli,Remote,year,140000.0,140000.0,140000.0
Data Science & Machine Learning Manager,Commerce Casino,"Commerce, CA 90040",unknown,,,
"Sr. Manager, Agronomic Data Science",Sound Agriculture,"Remote in Emeryville, CA",unknown,,,
Business Intelligence Developer,Fusion Technology-LLC,"Hybrid remote in Washington, DC 20024+1 location",year,110000.0,120000.0,115000.0
Principal Data Scientist/Sr. Principal Data Scientist,Northrop Grumman,"Linthicum, MD",year,106500.0,159700.0,133100.0
Business Analyst,Newbold Advisors,Remote,hour,60.0,60.0,124800.0
Azure Data Engineer,Agiles Enterprise,Remote,year,84107.0,190641.0,137374.0
"Data Scientist, Fulfillment and Logistics",Chewy,"Plantation, FL",unknown,,,
Business Intelligence Analyst I,Rice University,"Remote in Houston, TX",year,73120.0,98710.0,85915.0
Database Administrator,Pittsburgh Pirates,"Pittsburgh, PA 15212",unknown,,,
Data Engineer,Radcube LLC,+1 locationRemote,year,116416.0,130000.0,123208.0
Machine Learning Engineer,BuzzClan LLC,"Remote in Boston, MA",year,80000.0,150000.0,115000.0
Data Engineer,Optimal Inc.,"Dearborn, MI 48120+1 location",unknown,,,
Data Engineer,Vision IT Solutions Inc,"Hybrid remote in Texhoma, TX 73949",hour,40.0,65.0,109200.0
Data Scientist,Premier Inc.,Remote,year,64000.0,118000.0,91000.0
Director of Data Science,Found,"Remote in San Francisco, CA",unknown,,,
Data Engineer,archontulsaitrecruiters@gmail.com,"Hybrid remote in Tulsa, OK 74136",hour,60.0,65.0,130000.0
Software Engineer,Ezoic,"Carlsbad, CA 92009 (Bressi Ranch area)+1 location",unknown,,,
Machine Learning Engineer,Phasorsoft LLC,Remote,year,86039.0,223990.0,155014.5
DATABASE SPECIALIST I (FULLTME CONTRACTUAL IT SUPPORT),State of Maryland,"Baltimore, MD 21215 (Reisterstown Station area)",hour,25.0,41.0,68640.0
Data Engineer,Siddhi Solutions,Remote,hour,70.0,70.0,145600.0
Database Administrator,"Sunixa Solutions, Inc",Remote,hour,20.0,60.0,83200.0
Research Software Development Engineer/Senior Research Software Development Engineer - Remote,University of Illinois,"Remote in Chicago, IL 60607+1 location",unknown,,,
Director of Data Solutions,Boost LLC,"McLean, VA",unknown,,,
Head of Data Science,Cedar Gate Technologies,"Hybrid remote in Greenwich, CT 06830",unknown,,,
Database Administrator - TA691- REMOTE,Tech Army,+1 locationRemote,unknown,,,
Microsoft SQL Database Admin,DGN Technologies,"Remote in Sunnyvale, CA 94086",hour,70.0,75.0,150800.0
"Data Scientist, University Graduate (Data Analysis TikTok)- 2023 Start (BS/MS)",TikTok,"Seattle, WA",unknown,,,
Water Resources Data Scientist - Snow Hydrology,Lynker Corporation,Remote,unknown,,,
Database Administrator/Developer,Strategic Employment,Remote,year,150000.0,175000.0,162500.0
Entry Level Business Analyst,Cloudinfraspecs,Remote,year,65000.0,80000.0,72500.0
"Software Engineer, Machine Learning Foundation",Pinterest,+2 locationsRemote,year,155300.0,232900.0,194100.0
Business Intelligence Developer,Umpqua Community College,"Roseburg, OR 97470",hour,40.0,50.0,93600.0
Senior Business Intelligence Engineer,ShiftKey,Remote,unknown,,,
Data Engineer,National Association of State Workforce Agencies,Remote,year,105000.0,120000.0,112500.0
Data Scientist,LOCKHEED MARTIN CORPORATION,"Fayetteville, NC 28303",unknown,,,
Data Engineer with data catalogue,Cloud Shift Technologies LLC,+1 locationRemote,hour,48.0,48.0,99840.0
Senior Data Scientist,Medium,Remote,unknown,,,
Machine Learning Engineer,Skywalk Global,"Remote in Redmond, WA",hour,59.0,59.0,122720.0
Machine Learning Engineer,Stefanini,Remote,hour,70.0,77.0,152880.0
IT Database Administrator P11,State of Michigan,"Hybrid remote in Lansing, MI+1 location",year,200000.0,200000.0,200000.0
Business Analyst,American Unit,"Charlotte, NC 28201 (Eagle Lake area)+1 location",hour,60.0,75.0,140400.0
Entry level Software Developers,MaxisIT,"Edison, NJ 08837",unknown,,,
"Manager, Data Science",ICON,Remote,unknown,,,
Data Scientist,LOCKHEED MARTIN CORPORATION,"Fayetteville, NC 28303",unknown,,,
Business Analyst (698120),Infinite Computing Systems,+8 locationsRemote,hour,23.0,29.0,54080.0
Product Manager - Data Science -Vice President,"JPMorgan Chase Bank, N.A.","Atlanta, GA+8 locations",year,123500.0,180000.0,151750.0
"Sr. Director, Data Science - Remote",Anywhere Real Estate Inc,"Remote in Madison, NJ",unknown,,,
Machine Learning Engineer,BUZZCLAN LLC,Remote,year,80000.0,150000.0,115000.0
"Account Manager, Senior Data Consultant, Life Science - Remote",UnitedHealth Group,"Remote in Boston, MA 02212",year,82100.0,146900.0,114500.0
Senior Machine Learning Engineer,HyperScience,Remote,year,191000.0,235000.0,213000.0
Data Scientist,N9 it solutions,Remote,hour,40.0,60.0,104000.0
Data Engineer,Marathon TS,+1 locationRemote,year,126722.0,137383.0,132052.5
"Director of Data Science and Engineering, RV Travel",Red Ventures,"Remote in New York, NY 10011",year,145000.0,260000.0,202500.0
Business Analyst,Cloud and Things Inc,Remote,unknown,,,
